Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
51969044,Our Bodies Their Battlefield: What War Does to Women,Christina Lamb,"Lamb, Christina",,"=""0008300011""","=""9780008300012""",0,4.66,William Collins,Paperback,432,2020,2020,,2021/01/02,"to-read, women-patriarchy, non-fiction, owned, papier","to-read (#1589), women-patriarchy (#95), non-fiction (#72), owned (#1124), papier (#96)",to-read,,,,0,0
6328405,Kieszonkowy atlas kobiet,Sylwia Chutnik,"Chutnik, Sylwia",,"=""838991199X""","=""9788389911995""",0,3.71,Korporacja Ha!art,Paperback,232,2008,2008,,2022/07/25,"to-read, women-patriarchy","to-read (#2454), women-patriarchy (#198)",to-read,,,,0,0
11222973,Próchno,Wacław Berent,"Berent, Wacław",,"=""""","=""""",0,3.19,Zakład Narodowy im. Ossolińskich,Hardcover,388,1979,1903,,2022/07/25,"to-read, fiction","to-read (#2453), fiction (#234)",to-read,,,,0,0
6413998,Kosmos,Witold Gombrowicz,"Gombrowicz, Witold",,"=""8308019323""","=""9788308019320""",0,4.02,Wydawnictwo Literackie,Paperback,150,1988,1965,,2022/07/25,"to-read, fiction","to-read (#2452), fiction (#233)",to-read,,,,0,0
6473945,Opowieści z meekhańskiego pogranicza. Północ - Południe,Robert M. Wegner,"Wegner, Robert M.",,"=""""","=""9788361187080""",0,4.35,Powergraph,Paperback,576,2009,2009,,2022/07/24,"to-read, fiction, science-fiction-fantasy","to-read (#2451), fiction (#232), science-fiction-fantasy (#71)",to-read,,,,0,0
60792305,Empuzjon,Olga Tokarczuk,"Tokarczuk, Olga",,"=""8308075770""","=""9788308075777""",0,4.12,Wydawnictwo Literackie,Hardcover,400,2022,2022,,2022/07/23,"to-read, fiction","to-read (#2450), fiction (#231)",to-read,,,,0,0
58031965,"Miasto mosiądzu (Dewabad, #1)",S.A. Chakraborty,"Chakraborty, S.A.",Maciej Studencki,"=""8366657418""","=""9788366657410""",0,4.15,We need YA,Hardcover,585,2021,2017,,2022/07/22,"to-read, science-fiction-fantasy, fiction","to-read (#2449), science-fiction-fantasy (#70), fiction (#230)",to-read,,,,0,0
56060300,"Heartstopper: Volume Four (Heartstopper, #4)",Alice Oseman,"Oseman, Alice",,"=""1338617567""","=""9781338617566""",5,4.64,Graphix,Hardcover,384,2022,2021,2022/07/21,2022/06/21,"comic-books-graphic-novels, nexto, owned, 2022","comic-books-graphic-novels (#4), nexto (#4), owned (#1108), 2022 (#34)",read,,,,1,0
57206924,Kim Jiyoung. Urodzona w 1982,Cho Nam-Joo,"Nam-Joo, Cho",Joanna Sobesto,"=""8327718533""","=""9788327718532""",4,4.18,Mando,Hardcover,176,2021,2016,2022/07/20,2022/07/18,"bookbeat, 2022","bookbeat (#8), 2022 (#33)",read,"Ta ksiazka zostala umieszczona na liscie ksiag zakazanych w Korei Poludniowej, bo pokazuje, jak wyglada sytuacja kobiet w tym kraju. Korea to kraj, gdzie konfucjanizm trzyma sie mocno, a jest to tradycja, ktora umieszcza kobiety nizej w hierarchii spolecznej. <br/><br/>To nie jest reportaz, ale opowiesc przeplatana danymi statystycznymi. Przejmujaco smutnymi. <br/><br/>Na ksiazke wpadlam dzieki esejowi w wakacyjnym numerze Pisma 2022: https://magazynpismo.pl/idee/esej/koreanczycy-maja-swojego-donalda-trumpa/",,,1,0
24274067,O operze i o prawie,Ewa Łętkowska,"Łętkowska, Ewa","Krzysztof Pawłowski, Acus","=""""","=""9788326433542""",0,4.38,Wolters Kluwer SA,Paperback,291,2014,2014,,2022/07/06,"to-read, filozofia-eseistyka-socjologia","to-read (#2424), filozofia-eseistyka-socjologia (#9)",to-read,,,,0,0
18919,How to Read Lacan,Slavoj Žižek,"Žižek, Slavoj",Simon Critchley,"=""0393329550""","=""9780393329551""",0,3.94,W. W. Norton & Company,Paperback,144,2007,2006,,2022/07/02,"to-read, filozofia-eseistyka-socjologia","to-read (#2420), filozofia-eseistyka-socjologia (#13)",to-read,,,,0,0
201414,The Authoritarian Personality,Theodor W. Adorno,"Adorno, Theodor W.","Else Frenkel-Brunswik, Daniel J. Levinson, R. Nevitt Sanford, Betty Aron, Maria Hertz Levinson, William Morrow","=""0393311120""","=""9780393311129""",0,3.87,W. W. Norton & Company,Paperback,976,1993,1950,,2022/07/02,"to-read, filozofia-eseistyka-socjologia","to-read (#2421), filozofia-eseistyka-socjologia (#14)",to-read,,,,0,0
396931,The Origins of Totalitarianism,Hannah Arendt,"Arendt, Hannah",,"=""""","=""""",0,4.30,Harcourt Brace Jovanovich,Paperback,527,1973,1951,,2021/01/02,"to-read, publicystyka, filozofia-eseistyka-socjologia","to-read (#1584), publicystyka (#18), filozofia-eseistyka-socjologia (#12)",to-read,,,,0,0
43449920,"Heartstopper: Volume Three (Heartstopper, #3)",Alice Oseman,"Oseman, Alice",,"=""""","=""""",4,4.61,Hodder Children's Books,Paperback,384,2020,2020,2022/07/06,2022/05/17,"fiction, owned, comic-books-graphic-novels, świat-książki, 2022, lgbtqia","fiction (#206), owned (#1073), comic-books-graphic-novels (#5), świat-książki (#26), 2022 (#29), lgbtqia (#4)",read,,,,1,0
43307358,"Heartstopper: Volume Two (Heartstopper, #2)",Alice Oseman,"Oseman, Alice",,"=""1444951408""","=""9781444951400""",4,4.58,Hodder Children's Books,Paperback,320,2019,2019,2022/06/14,2022/05/17,"fiction, owned, woblink, 2022, comic-books-graphic-novels, lgbtqia","fiction (#205), owned (#1072), woblink (#275), 2022 (#24), comic-books-graphic-novels (#2), lgbtqia (#3)",read,,,,1,0
58756598,"Heartstopper. Tom 1 (Heartstopper, #1)",Alice Oseman,"Oseman, Alice",Natalia Mętrak-Ruda,"=""838266007X""","=""9788382660074""",4,4.51,Wydawnictwo Jaguar,Paperback,288,2021,2018,2022/05/18,2022/05/17,"fiction, owned, woblink, 2022, comic-books-graphic-novels, lgbtqia","fiction (#204), owned (#1071), woblink (#274), 2022 (#19), comic-books-graphic-novels (#3), lgbtqia (#2)",read,,,,1,0
51542351,The Pink Line: Journeys Across the World's Queer Frontiers,Mark Gevisser,"Gevisser, Mark",,"=""0374279969""","=""9780374279967""",0,4.29,"Farrar, Straus and Giroux",Hardcover,544,2020,2020,,2022/07/19,"to-read, non-fiction, lgbtqia","to-read (#2448), non-fiction (#496), lgbtqia (#1)",to-read,,,,0,0
36613747,"How to Change Your Mind: What the New Science of Psychedelics Teaches Us About Consciousness, Dying, Addiction, Depression, and Transcendence",Michael Pollan,"Pollan, Michael",,"=""0241294223""","=""9780241294222""",0,4.26,Allen Lane,Hardcover,480,2018,2018,,2022/07/18,"to-read, non-fiction, popularnonaukowe","to-read (#2447), non-fiction (#495), popularnonaukowe (#133)",to-read,,,,0,0
41587544,"De la Syrie à la Turquie (L'Odyssée d'Hakim, #1)",Fabien Toulmé,"Toulmé, Fabien",,"=""""","=""9782413011262""",0,4.58,Delcourt,Hardcover,272,2018,2018,,2022/07/18,"to-read, comic-books-graphic-novels","to-read (#2446), comic-books-graphic-novels (#8)",to-read,,,,0,0
59578193,Rowerowe miasto. Holenderski sposób na ożywienie miejskiej przestrzeni,Melissa Bruntlett,"Bruntlett, Melissa","Chris Bruntlett, Klementyna Dec","=""""","=""""",0,4.17,Wysoki Zamek,Paperback,204,2021,2018,,2022/07/18,"to-read, artrage-bookrage, owned, urbanistyka","to-read (#2445), artrage-bookrage (#405), owned (#1123), urbanistyka (#39)",to-read,,,,0,0
22317926,Pełnia architektury,Walter Gropius,"Gropius, Walter",Karolina Kopczyńska-Rojek,"=""8362376538""","=""9788362376537""",0,3.91,Karakter,Paperback,256,2014,1956,,2020/06/05,"to-read, urbanistyka, artrage-bookrage, owned","to-read (#1169), urbanistyka (#1), artrage-bookrage (#404), owned (#1122)",to-read,,,,0,0
59578172,"Kształt zieleni. O estetyce, ekologii i projektowaniu",Lance Hosey,"Hosey, Lance","Agnieszka Rasmus-Zgorzelska, Dominika Janicka","=""""","=""9788396010766""",0,4.02,Wysoki Zamek,Paperback,192,2021,2012,,2022/07/18,"to-read, artrage-bookrage, owned, urbanistyka","to-read (#2444), artrage-bookrage (#403), owned (#1121), urbanistyka (#38)",to-read,,,,0,0
43501397,Dobrze nastrojone miasto,Jonathan F.P. Rose,"Rose, Jonathan F.P.",Dariusz Żukowski,"=""8366147002""","=""9788366147003""",0,3.97,Karakter,Paperback,496,2019,2016,,2020/06/05,"to-read, urbanistyka, artrage-bookrage, owned","to-read (#1184), urbanistyka (#16), artrage-bookrage (#402), owned (#1120)",to-read,,,,0,0
40663731,Bluzgaj zdrowo. O pożytkach z przeklinania,Emma  Byrne,"Byrne, Emma",Marcin Wróbel,"=""""","=""9788328059313""",0,3.48,Buchmann,Paperback,288,2018,2017,,2022/07/17,"to-read, non-fiction, popularnonaukowe","to-read (#2443), non-fiction (#494), popularnonaukowe (#132)",to-read,,,,0,0
25099,The Sandman Vol. 2: The Doll's House,Neil Gaiman,"Gaiman, Neil","Mike Dringenberg, Malcolm Jones III, Chris Bachalo, Michael Zulli, Steve Parkhouse, Todd Klein, Clive Barker","=""1563892251""","=""9781563892257""",4,4.43,Vertigo,Hardcover,232,1999,1990,2022/07/16,2022/07/06,"comic-books-graphic-novels, owned, papier, 2022","comic-books-graphic-novels (#7), owned (#1119), papier (#95), 2022 (#32)",read,,,,1,0
49695870,"Szczury Wrocławia. Szpital (Szczury Wrocławia, #3)",Robert J. Szmidt,"Szmidt, Robert J.",,"=""8366360008""","=""9788366360006""",0,3.53,Insignis,Paperback,240,2019,2019,,2022/07/16,"to-read, artrage-bookrage, fiction, science-fiction-fantasy","to-read (#2442), artrage-bookrage (#401), fiction (#229), science-fiction-fantasy (#69)",to-read,,,,0,0
43509987,"Szczury Wrocławia. Kraty (Szczury Wrocławia, #2)",Robert J. Szmidt,"Szmidt, Robert J.",,"=""8365743884""","=""9788365743886""",0,3.59,Insignis,Hardcover,616,2019,2019,,2022/07/16,"to-read, artrage-bookrage, fiction, science-fiction-fantasy","to-read (#2441), artrage-bookrage (#400), fiction (#228), science-fiction-fantasy (#68)",to-read,,,,0,0
17667800,Zaklinacz,Robert J. Szmidt,"Szmidt, Robert J.",Sebastian Cichoń,"=""8391841057""","=""9788391841051""",0,3.20,ARES 2,Paperback,256,2003,2003,,2022/07/16,"to-read, artrage-bookrage, fiction, science-fiction-fantasy","to-read (#2440), artrage-bookrage (#399), fiction (#227), science-fiction-fantasy (#67)",to-read,,,,0,0
25356738,"Szczury Wrocławia. Chaos (Szczury Wrocławia, #1)",Robert J. Szmidt,"Szmidt, Robert J.",,"=""8363944815""","=""9788363944810""",0,3.55,Insignis,Hardcover,544,2015,2015,,2022/07/16,"to-read, artrage-bookrage, fiction, science-fiction-fantasy","to-read (#2439), artrage-bookrage (#398), fiction (#226), science-fiction-fantasy (#66)",to-read,,,,0,0
7182386,Samotność Anioła Zagłady,Robert J. Szmidt,"Szmidt, Robert J.",,"=""8375741140""","=""9788375741148""",0,3.60,Fabryka Słów,Paperback,330,2009,2009,,2022/07/16,"to-read, fiction, science-fiction-fantasy, artrage-bookrage","to-read (#2438), fiction (#225), science-fiction-fantasy (#65), artrage-bookrage (#397)",to-read,,,,0,0
60107809,Dziewczyna w spektrum,Ewa Furgał,"Furgał, Ewa",,"=""8366667138""","=""9788366667136""",4,4.21,Biała Plama,Paperback,185,2022,2022,2022/07/15,2022/06/08,"zdrowie-psychika-ciało, owned, publio, 2022","zdrowie-psychika-ciało (#105), owned (#1109), publio (#78), 2022 (#31)",read,,,,1,0
10257436,Elementarz stylu w typografii,Robert Bringhurst,"Bringhurst, Robert",,"=""8392730801""","=""9788392730804""",0,4.25,,Paperback,464,,1992,,2022/07/15,"to-read, design, non-fiction","to-read (#2437), design (#11), non-fiction (#493)",to-read,,,,0,0
15786191,Człowiek i jego znaki,Adrian Frutiger,"Frutiger, Adrian",Czesława Tomaszewska,"=""""","=""8385586148""",0,4.09,d2d.pl,Paperback,295,2003,1981,,2022/07/15,"to-read, design, non-fiction, popularnonaukowe","to-read (#2436), design (#10), non-fiction (#492), popularnonaukowe (#131)",to-read,,,,0,0
40097859,"Zalękniony mózg. Jak dzięki sile neuronauki pokonać zaburzenia lękowe, ataki paniki i zamartwianie się",Catherine M. Pittman,"Pittman, Catherine M.","Elizabeth M. Karle, Aleksandra Haduła","=""""","=""9788323344025""",0,4.12,Wydawnictwo Uniwersytetu Jagiellońskiego,Paperback,272,2018,2015,,2018/12/26,"to-read, popularnonaukowe, zdrowie-psychika-ciało","to-read (#397), popularnonaukowe (#130), zdrowie-psychika-ciało (#110)",to-read,,,,0,0
85767,Gender Trouble: Feminism and the Subversion of Identity,Judith Butler,"Butler, Judith",,"=""0415389550""","=""9780415389556""",0,4.06,Routledge,Paperback,236,2006,1989,,2022/07/15,"to-read, non-fiction, popularnonaukowe, women-patriarchy, zdrowie-psychika-ciało","to-read (#2435), non-fiction (#491), popularnonaukowe (#129), women-patriarchy (#197), zdrowie-psychika-ciało (#109)",to-read,,,,0,0
60435301,"Bella, ciao",Piotr Siemion,"Siemion, Piotr",,"=""8396391149""","=""9788396391148""",0,3.66,Filtry,Paperback,224,2022,2022,,2022/07/14,"to-read, polska-mieszkam-w-polsce, fiction","to-read (#2434), polska-mieszkam-w-polsce (#69), fiction (#224)",to-read,,,,0,0
35567611,"Nie zaczęło się od ciebie. Jak dziedziczona trauma wpływa na to, kim jesteśmy, i jak zakończyć ten proces",Mark Wolynn,"Wolynn, Mark",Maria Reimann,"=""8380155904""","=""9788380155909""",0,3.56,Czarna Owca,Paperback,272,2017,2016,,2020/08/03,"to-read, non-fiction, zdrowie-psychika-ciało","to-read (#1294), non-fiction (#490), zdrowie-psychika-ciało (#108)",to-read,,,,0,0
4789942,Śmierć pięknych saren,Ota Pavel,"Pavel, Ota",,"=""8388612689""","=""9788388612688""",0,4.11,Wydawnictwo Świat Literacki,Paperback,224,2004,1978,,2022/03/11,"to-read, artrage-bookrage, fiction, owned","to-read (#2249), artrage-bookrage (#354), fiction (#179), owned (#1014)",to-read,,,,0,0
6792458,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Michelle Alexander,"Alexander, Michelle",,"=""""","=""""",0,4.52,The New Press Inc.,Hardcover,290,2010,2010,,2020/06/05,"to-read, usa, non-fiction, reportaże-biografie","to-read (#1205), usa (#24), non-fiction (#489), reportaże-biografie (#147)",to-read,,,,0,0
7460370,"The Men Who Would Be King: An Almost Epic Tale of Moguls, Movies, and a Company Called DreamWorks",Nicole LaPorte,"LaPorte, Nicole",,"=""0547134703""","=""9780547134703""",0,3.75,Houghton Mifflin Harcourt,Hardcover,491,2010,2010,,2022/07/10,"to-read, business-economy-capitalism, non-fiction","to-read (#2433), business-economy-capitalism (#31), non-fiction (#488)",to-read,,,,0,0
414096,DisneyWar,James B. Stewart,"Stewart, James B.",,"=""0684809931""","=""9780684809939""",0,4.07,Simon & Schuster,Hardcover,572,2005,2005,,2022/07/10,"to-read, non-fiction, reportaże-biografie","to-read (#2432), non-fiction (#487), reportaże-biografie (#146)",to-read,,,,0,0
44525305,The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company,Robert Iger,"Iger, Robert",Joel Lovell,"=""""","=""""",0,4.42,Random House,Hardcover,272,2019,2019,,2022/07/10,"to-read, business-economy-capitalism, non-fiction","to-read (#2431), business-economy-capitalism (#30), non-fiction (#486)",to-read,,,,0,0
52392498,Pudło. Opowieści z polskich więzień,Nina Olszewska,"Olszewska, Nina",,"=""""","=""9788366553354""",3,3.54,Wydawnictwo Poznańskie,Paperback,248,2020,2020,2022/07/09,2022/06/22,"haule-kasi-gandor, non-fiction, reportaże-biografie, 2022","haule-kasi-gandor (#53), non-fiction (#472), reportaże-biografie (#140), 2022 (#30)",read,,,,1,0
60474502,Kłamstwo smoleńskie? Cała prawda nie tylko o katastrofie,Maciej Lasek,"Lasek, Maciej",,"=""""","=""9788324085347""",0,4.57,Znak Horyzont,Paperback,360,2022,2022,,2022/07/09,"to-read, polska-mieszkam-w-polsce, publicystyka","to-read (#2430), polska-mieszkam-w-polsce (#68), publicystyka (#76)",to-read,,,,0,0
31126760,Kompleks gmachu. Architektura władzy,Deyan Sudjic,"Sudjic, Deyan",,"=""""","=""9788393771653""",0,3.74,Centrum Architektury,Paperback,400,2015,2005,,2022/07/08,"to-read, non-fiction, urbanistyka","to-read (#2429), non-fiction (#485), urbanistyka (#37)",to-read,,,,0,0
27828842,Ciemne typki. Sekretne życie znaków typograficznych,Keith Houston,"Houston, Keith",Magdalena Komorowska,"=""""","=""9788394030629""",0,3.95,d2d.pl,Hardcover,320,2015,2013,,2022/07/08,"to-read, non-fiction, tech, design","to-read (#2428), non-fiction (#484), tech (#9), design (#9)",to-read,,,,0,0
35605474,Ask Me About My Uterus: A Quest to Make Doctors Believe in Women's Pain,Abby Norman,"Norman, Abby",,"=""1568585810""","=""9781568585819""",0,3.95,Bold Type Books,Hardcover,288,2018,2018,,2022/07/08,"to-read, women-patriarchy, zdrowie-psychika-ciało","to-read (#2427), women-patriarchy (#196), zdrowie-psychika-ciało (#107)",to-read,,,,0,0
52290273,"The Future Is Faster Than You Think: How Converging Technologies Are Transforming Business, Industries, and Our Lives",Peter H. Diamandis,"Diamandis, Peter H.",Steven Kotler,"=""1982109661""","=""9781982109660""",0,4.18,Simon  Schuster,Hardcover,384,2020,2020,,2022/07/07,"to-read, filozofia-eseistyka-socjologia, non-fiction, publicystyka","to-read (#2426), filozofia-eseistyka-socjologia (#11), non-fiction (#483), publicystyka (#75)",to-read,,,,0,0
35297413,"The Fourth Age: Smart Robots, Conscious Computers, and the Future of Humanity",Byron Reese,"Reese, Byron",,"=""1501158562""","=""9781501158568""",0,4.02,Atria Books,Hardcover,320,2018,2018,,2022/07/07,"to-read, filozofia-eseistyka-socjologia, popularnonaukowe","to-read (#2425), filozofia-eseistyka-socjologia (#10), popularnonaukowe (#128)",to-read,,,,0,0
51017842,Osobisty przewodnik po Pradze,Mariusz Szczygieł,"Szczygieł, Mariusz",Filip Springer,"=""8365970430""","=""9788365970435""",0,4.37,Dowody na Istnienie,Paperback,372,2020,2020,,2022/07/06,"to-read, owned, reportaże-biografie, woblink","to-read (#2423), owned (#1118), reportaże-biografie (#145), woblink (#281)",to-read,,,,0,0
30038538,Projekt: prawda,Mariusz Szczygieł,"Szczygieł, Mariusz",Stanisław Stanuch,"=""""","=""9788394311834""",0,3.74,Dowody na Istnienie,Paperback,368,2016,2016,,2022/07/06,"to-read, non-fiction, owned, woblink, reportaże-biografie","to-read (#2422), non-fiction (#482), owned (#1117), woblink (#280), reportaże-biografie (#144)",to-read,,,,0,0
61186004,To jest nasza przyszłość. Manifest na rzecz szlachetniejszego świata,Yancey Strickler,"Strickler, Yancey",Agnieszka Szling,"=""""","=""9788396339737""",0,4.08,Wysoki Zamek,Paperback,256,2022,,,2022/06/26,"to-read, non-fiction, ekologia, owned, woblink","to-read (#2417), non-fiction (#479), ekologia (#23), owned (#1116), woblink (#279)",to-read,,,,0,0
60716544,"Liczby nie kłamią. 71 rzeczy, które trzeba wiedzieć o świecie",Vaclav Smil,"Smil, Vaclav",Michał Strąkow,"=""836687365X""","=""9788366873650""",0,3.85,Insignis,Paperback,432,2022,2020,,2022/05/18,"to-read, haule-kasi-gandor, popularnonaukowe, owned, virtualo","to-read (#2368), haule-kasi-gandor (#50), popularnonaukowe (#123), owned (#1115), virtualo (#66)",to-read,,,,0,0
23754,The Sandman Vol. 1: Preludes & Nocturnes,Neil Gaiman,"Gaiman, Neil","Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger, Daniel Vozzo","=""1563892278""","=""9781563892271""",4,4.24,Vertigo,Hardcover,233,1998,1988,2022/07/02,2022/06/14,"fiction, owned, papier, science-fiction-fantasy, comic-books-graphic-novels, 2022","fiction (#219), owned (#1100), papier (#91), science-fiction-fantasy (#64), comic-books-graphic-novels (#1), 2022 (#28)",read,,,,1,0
26074156,Hunger: A Memoir of (My) Body,Roxane Gay,"Gay, Roxane",,"=""0062362593""","=""9780062362599""",0,4.19,HarperCollins,Hardcover,306,2017,2017,,2020/05/16,"to-read, non-fiction, reportaże-biografie, women-patriarchy","to-read (#1130), non-fiction (#481), reportaże-biografie (#143), women-patriarchy (#195)",to-read,,,,0,0
35068524,Not That Bad: Dispatches from Rape Culture,Roxane Gay,"Gay, Roxane","Aubrey Hirsch, Jill Christman, Claire Schwartz, Lynn Melnick, Brandon  Taylor, Emma Smith-Stevens, A.J. McKenna, Lisa Mecham, Vanessa Mártir, Ally Sheedy, xTx, So Mayer, Nora Salem, Lyz Lenz, Amy Jo Burns, V.L. Seek, Michelle Chen, Gabrielle Union, Liz Rosema, Anthony Frame, Samhita Mukhopadhyay, Miriam Zoila Pérez, Zoë Medeiros, Sharisse Tracey, Stacey May Fowles, Elisabeth Fairfield Stokes, Meredith Talusan, Nicole Boyce, Elissa Bassist","=""0062413503""","=""9780062413505""",0,4.42,Harper Perennial,ebook,368,2018,2018,,2019/01/10,"to-read, women-patriarchy","to-read (#417), women-patriarchy (#194)",to-read,,,,0,0
18813642,Bad Feminist,Roxane Gay,"Gay, Roxane",,"=""0062282719""","=""9780062282712""",0,3.94,Harper Perennial,Paperback,320,2014,2014,,2019/01/10,"to-read, non-fiction, women-patriarchy","to-read (#429), non-fiction (#480), women-patriarchy (#193)",to-read,,,,0,0
61158252,Ukryci,Marek Stelar,"Stelar, Marek",,"=""8382800556""","=""9788382800555""",0,3.71,Filia,Paperback,368,2022,2022,,2022/07/01,"to-read, fiction, kryminaly","to-read (#2419), fiction (#223), kryminaly (#50)",to-read,,,,0,0
59471614,"Ty jesteś kobietą mojego życia, ona kobietą moich snów",Pedro Brito,"Brito, Pedro","Joao Fazenda, Jakub Jankowski","=""""","=""9788366347854""",0,3.76,timof i cisi wspólnicy,Hardcover,120,2021,2002,,2022/06/29,"to-read, comic-books-graphic-novels","to-read (#2418), comic-books-graphic-novels (#6)",to-read,,,,0,0
43702200,Majdan Drugie narodziny narodu,"Grela-Krawczenko Swoetlana, Waingertner Przemyslaw Kowalczyk Rafal","Rafal, Grela-Krawczenko Swoetlana, Waingertner Przemyslaw Kowalczyk",,"=""8379699319""","=""9788379699315""",0,0.0,Wydawnictwo Uniwersytetu Lodzkiego,Paperback,304,,,,2022/03/09,"to-read, ukraina, non-fiction, historia, owned, papier","to-read (#2242), ukraina (#45), non-fiction (#370), historia (#84), owned (#1114), papier (#94)",to-read,,,,0,0
41880609,On Earth We're Briefly Gorgeous,Ocean Vuong,"Vuong, Ocean",,"=""0525562028""","=""9780525562023""",0,4.05,Penguin Press,Hardcover,246,2019,2019,,2022/06/22,"to-read, haule-kasi-gandor, fiction, owned, papier","to-read (#2411), haule-kasi-gandor (#56), fiction (#222), owned (#1113), papier (#93)",to-read,,,,0,0
