Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
38532207,Rage Becomes Her: The Power of Women's Anger,Soraya Chemaly,"Chemaly, Soraya",,"=""1501189557""","=""9781501189555""",0,4.36,Atria Books,Hardcover,364,2018,2018,,2021/01/25,"to-read, women-patriarchy","to-read (#1682), women-patriarchy (#107)",to-read,,,,0,0
53460154,Niekochalni. Lęk przed bliskością,Andrzej Gryżewski,"Gryżewski, Andrzej",Sylwia Sitkowska,"=""8380626257""","=""9788380626256""",0,3.83,Dom Wydawniczy Rebis,Paperback,304,2020,2020,,2021/01/25,"to-read, zdrowie-psychika-ciało, owned, ebookpoint","to-read (#1679), zdrowie-psychika-ciało (#30), owned (#733), ebookpoint (#46)",to-read,,,,0,0
34640834,Down Girl: The Logic of Misogyny,Kate Manne,"Manne, Kate",,"=""0190604980""","=""9780190604981""",0,4.24,Oxford University Press,Hardcover,338,2017,2017,,2021/01/25,"to-read, women-patriarchy","to-read (#1681), women-patriarchy (#106)",to-read,,,,0,0
51471435,Our Final Warning: Six Degrees of Climate Emergency,Mark Lynas,"Lynas, Mark",,"=""""","=""""",0,4.22,Fourth Estate,Kindle Edition,336,2020,2020,,2021/01/25,"to-read, ekologia","to-read (#1678), ekologia (#11)",to-read,,,,0,0
29087477,Korozja charakteru: Osobiste konsekwencje pracy w nowym kapitaliźmie (Spectrum),Richard Sennett,"Sennett, Richard","Jan Dzierzgowski, Łukasz Mikołajewski","=""8374950137""","=""""",0,3.94,Muza,Paperback,232,2006,1996,,2021/01/23,"to-read, publicystyka, usa","to-read (#1677), publicystyka (#24), usa (#28)",to-read,,,,0,0
16197150,Angry White Men: American Masculinity at the End of an Era,Michael S. Kimmel,"Kimmel, Michael S.",,"=""1568586965""","=""9781568586960""",0,3.79,Nation Books,Hardcover,336,2013,2013,,2021/01/23,"to-read, usa","to-read (#1676), usa (#27)",to-read,,,,0,0
51924139,"Warszawianka (Warszawianka, #1)",Ida Żmiejewska,"Żmiejewska, Ida",,"=""8366195198""","=""9788366195196""",0,3.90,Skarpa Warszawska,Paperback,415,2019,2019,,2021/01/23,to-read,to-read (#1675),to-read,,,,0,0
29849487,Filozofia Chodzenia,Frédéric Gros,"Gros, Frédéric",,"=""""","=""9788380151970""",0,3.76,Czarna Owca,Paperback,240,2015,2009,,2021/01/23,to-read,to-read (#1674),to-read,,,,0,0
25387807,Inventing the Future: Postcapitalism and a World Without Work,Nick Srnicek,"Srnicek, Nick",Alex Williams,"=""1784780960""","=""9781784780968""",0,4.00,Verso,Paperback,245,2015,2015,,2021/01/23,"to-read, publicystyka","to-read (#1673), publicystyka (#23)",to-read,,,,0,0
50497991,Cztery ściany i dach. Złożona natura prostej profesji,Reinier de Graaf,"Graaf, Reinier de",Grzegorz Piątek,"=""8363786195""","=""9788363786199""",0,4.19,Instytut Architektury / Narodowy Instytut Architektury i Urbanistyki,Hardcover,495,2019,2017,,2021/01/22,"to-read, urbanistyka","to-read (#1671), urbanistyka (#21)",to-read,,,,0,0
50613874,RuRu,Joanna Rudniańska,"Rudniańska, Joanna",,"=""""","=""9788362795963""",0,3.99,Wydawnictwo Nisza,Paperback,183,2019,2019,,2020/03/10,"to-read, owned, woblink, fiction","to-read (#859), owned (#732), woblink (#253), fiction (#21)",to-read,,,,0,0
84525,What Got You Here Won't Get You There,Goldsmith Marshall,"Marshall, Goldsmith",,"=""""","=""9781781251560""",0,3.95,PROFILE BOOKS,Paperback,256,2013,2006,,2021/01/20,"to-read, growth-other-selfhelp","to-read (#1669), growth-other-selfhelp (#44)",to-read,,,,0,0
34921573,Lost Connections: Uncovering the Real Causes of Depression - and the Unexpected Solutions,Johann Hari,"Hari, Johann",,"=""163286830X""","=""9781632868305""",0,4.28,Bloomsbury USA,Hardcover,322,2018,2018,,2021/01/20,"to-read, zdrowie-psychika-ciało","to-read (#1668), zdrowie-psychika-ciało (#28)",to-read,,,,0,0
33360614,Przebudzenie. Duchowość bez religii,Sam Harris,"Harris, Sam",Jacek Żuławnik,"=""""","=""9788375794434""",0,3.90,Wydawnictwo Galaktyka,Paperback,260,2015,2014,,2021/01/17,"to-read, zdrowie-psychika-ciało","to-read (#1667), zdrowie-psychika-ciało (#27)",to-read,,,,0,0
42729353,The War for Kindness: Building Empathy in a Fractured World,Jamil Zaki,"Zaki, Jamil",,"=""0451499247""","=""9780451499240""",0,3.98,Crown Publishing Group (NY),Hardcover,263,2019,,,2021/01/17,"to-read, growth-other-selfhelp, zdrowie-psychika-ciało","to-read (#1665), growth-other-selfhelp (#43), zdrowie-psychika-ciało (#26)",to-read,,,,0,0
49539652,Poniemieckie,Karolina Kuszyk,"Kuszyk, Karolina",,"=""""","=""9788380499416""",0,4.10,Czarne,Paperback,464,2019,2019,,2020/04/16,"to-read, reportaże-biografie, owned, woblink","to-read (#1010), reportaże-biografie (#15), owned (#731), woblink (#252)",to-read,,,,0,0
35114711,Zobaczyć łosia. Historia polskiej edukacji seksualnej od pierwszej lekcji do internetu,Agnieszka Kościańska,"Kościańska, Agnieszka",,"=""""","=""9788380495265""",0,3.96,Wydawnictwo Czarne,Hardcover,424,2017,2017,,2021/01/15,"to-read, reportaże-biografie, women-patriarchy","to-read (#1664), reportaże-biografie (#14), women-patriarchy (#104)",to-read,,,,0,0
40648191,Instruktaż nadmierny. Historia pewnej przygody seksualnej,Wiesław Sokoluk,"Sokoluk, Wiesław",Agnieszka Kościańska,"=""""","=""9788380496903""",0,3.86,Wydawnictwo Czarne,Paperback,200,2018,,,2021/01/15,"to-read, polska-mieszkam-w-polsce, women-patriarchy","to-read (#1663), polska-mieszkam-w-polsce (#37), women-patriarchy (#103)",to-read,,,,0,0
28646071,Polski węgiel,Edwin Bendyk,"Bendyk, Edwin","Urszula Papajak, Marcin Popkiewicz, Michał Sutowski","=""""","=""9788364682773""",0,3.79,Wydawnictwo Krytyki Politycznej,Paperback,304,2015,,,2021/01/15,"to-read, artrage-bookrage, ekologia, owned","to-read (#1662), artrage-bookrage (#164), ekologia (#10), owned (#730)",to-read,,,,0,0
56673509,Kapitalizm wyczerpania?,Andrzej Szahaj,"Szahaj, Andrzej",,"=""""","=""9788365304858""",0,4.00,Instytut Wydawniczy Książka i Prasa,Paperback,150,2019,,,2021/01/15,"to-read, artrage-bookrage, ekologia, owned","to-read (#1661), artrage-bookrage (#163), ekologia (#9), owned (#729)",to-read,,,,0,0
18701225,Extracted: How the Quest for Mineral Wealth Is Plundering the Planet: A Report to the Club of Rome,Ugo Bardi,"Bardi, Ugo",,"=""1603585419""","=""9781603585415""",0,4.30,Chelsea Green Publishing Company,Paperback,368,2014,2011,,2021/01/15,"to-read, artrage-bookrage, ekologia, owned","to-read (#1660), artrage-bookrage (#162), ekologia (#8), owned (#728)",to-read,,,,0,0
40054550,Zielona rewolucja,Ralf Fücks,"Fücks, Ralf",Światosław Florian Nowicki,"=""""","=""9788365304063""",0,3.55,Instytut Wydawniczy Książka i Prasa,Paperback,408,2016,2013,,2021/01/15,"to-read, artrage-bookrage, ekologia, owned","to-read (#1659), artrage-bookrage (#161), ekologia (#7), owned (#727)",to-read,,,,0,0
53482335,Klimat to my,Jonathan Safran Foer,"Foer, Jonathan Safran",Andrzej Wojtasik,"=""""","=""9788366232945""",0,3.70,,Paperback,320,2020,2019,,2020/09/25,"to-read, ekologia, artrage-bookrage, owned","to-read (#1414), ekologia (#2), artrage-bookrage (#159), owned (#726)",to-read,,,,0,0
54149025,O czasie i wodzie,Andri Snær Magnason,"Magnason, Andri Snær",Jacek Godek,"=""8366147533""","=""9788366147539""",0,4.29,Karakter,Paperback,304,2020,2019,,2020/10/03,"to-read, owned, karakter, ekologia, artrage-bookrage","to-read (#1430), owned (#669), karakter (#2), ekologia (#3), artrage-bookrage (#158)",to-read,,,,0,0
54438809,"Przechytrzyć historię. Niezwykłe przygody człowieka, który ocalił milion książek w jidysz",Aaron Lansky,"Lansky, Aaron",Agnieszka Nowak-Młynikowska,"=""8366420140""","=""9788366420144""",0,4.23,Smak Słowa,Paperback,286,2020,2004,,2021/01/14,"to-read, historia, reportaże-biografie","to-read (#1657), historia (#11), reportaże-biografie (#13)",to-read,,,,0,0
52634439,Poufne,Mikołaj Grynberg,"Grynberg, Mikołaj",,"=""8381910196""","=""9788381910194""",0,4.21,Czarne,Hardcover,160,2020,2020,,2020/07/27,"to-read, fiction","to-read (#1274), fiction (#19)",to-read,,,,0,0
54622140,Litwini nad Morzem Łaptiewów,Dalia Grinkevičiūtė,"Grinkevičiūtė, Dalia",Kamil Pecela,"=""""","=""9788378932550""",0,4.40,Wydawnictwo KEW,Paperback,254,2019,1997,,2021/01/14,"to-read, historia","to-read (#1656), historia (#10)",to-read,,,,0,0
36254808,Ameryka po nordycku. W poszukiwaniu lepszego życia,Anu  Partanen,"Partanen, Anu",Aleksandra Czwojdrak,"=""""","=""9788323342656""",0,3.86,Wydawnictwo Uniwersytetu Jagiellońskiego,Paperback,384,2017,2016,,2021/01/14,"to-read, publicystyka","to-read (#1655), publicystyka (#22)",to-read,,,,0,0
51931399,Terapeutyczna moc nerwu błędnego. Praca z ciałem oparta na teorii poliwagalnej,Stanley D. Rosenberg,"Rosenberg, Stanley D.","Stephen W. Porges, Benjamin Shield, Andrzej Homańczyk","=""""","=""9788323347736""",0,3.88,Wydawnictwo Uniwersytetu Jagiellońskiego,Paperback,288,2020,2017,,2021/01/14,"to-read, zdrowie-psychika-ciało","to-read (#1654), zdrowie-psychika-ciało (#25)",to-read,,,,0,0
13707834,The Pocket Guide to the Polyvagal Theory: The Transformative Power of Feeling Safe,Stephen W. Porges,"Porges, Stephen W.",,"=""0393707873""","=""9780393707878""",0,4.25,W. W. Norton  Company,Paperback,288,2017,2013,,2020/07/16,"to-read, zdrowie-psychika-ciało","to-read (#1260), zdrowie-psychika-ciało (#24)",to-read,,,,0,0
55845306,Nie rób nic. Jak zerwać z przepracowaniem i zacząć żyć,Celeste Headlee,"Headlee, Celeste",Joanna Dżdża,"=""832807690X""","=""9788328076907""",0,3.90,Wydawnictwo Buchmann,Paperback,272,2020,2020,,2021/01/14,"to-read, zdrowie-psychika-ciało","to-read (#1653), zdrowie-psychika-ciało (#23)",to-read,,,,0,0
41027292,Zostawić przeszłość w przeszłości,Francine Shapiro,"Shapiro, Francine","Magdalena Połeć, Aleksandra Wilkin-Day","=""""","=""9788394947606""",0,4.09,Polskie Towarzystwo Terapii EMDR,Paperback,291,2017,2012,,2021/01/14,"to-read, zdrowie-psychika-ciało","to-read (#1652), zdrowie-psychika-ciało (#22)",to-read,,,,0,0
40025934,W pułapce niepokoju. Jak przechytrzyć własny mózg i przestać się zamartwiać,David A.  Carbonell,"Carbonell, David A.",Maria Moskal,"=""""","=""9788323342939""",0,3.76,Wydawnictwo Uniwersytetu Jagiellońskiego,Paperback,240,2017,2016,,2021/01/14,"to-read, zdrowie-psychika-ciało","to-read (#1651), zdrowie-psychika-ciało (#21)",to-read,,,,0,0
55530888,"1001 seriali, które musisz obejrzeć",Paul Condon,"Condon, Paul",Steven Moffat,"=""8327125842""","=""9788327125842""",0,3.89,Publicat,Paperback,960,2020,2015,,2021/01/14,"to-read, kino","to-read (#1650), kino (#3)",to-read,,,,0,0
13541618,"1001 filmów, które musisz zobaczyć",Steven Jay Schneider,"Schneider, Steven Jay",Jerzy Nowak,"=""""","=""9788324596133""",0,4.05,Elipsa,Paperback,960,2011,2003,,2021/01/14,"to-read, kino","to-read (#1649), kino (#2)",to-read,,,,0,0
22732325,100 filmów polskich,Jan Franciszek Lewandowski,"Lewandowski, Jan Franciszek",,"=""8371833261""","=""""",0,2.75,Videograf II,,,1997,1997,,2021/01/14,"to-read, kino","to-read (#1648), kino (#1)",to-read,,,,0,0
4614878,Polski hydraulik i inne opowieści ze Szwecji,Maciej Zaremba Bielawski,"Bielawski, Maciej Zaremba","Jan Rost, Anna Topczewska, Katarzyna Tubylewicz, Wojciech Chudoba","=""837536021X""","=""9788375360219""",0,3.90,Czarne,Paperback,288,2008,2008,,2021/01/14,"to-read, reportaże-biografie","to-read (#1647), reportaże-biografie (#12)",to-read,,,,0,0
56664506,Utopie kobiet. 100 lat praw wyborczych kobiet (1918-2018),Krystyna Slany,"Slany, Krystyna","Justyna Struzik, Magdalena Slusarczyk, Beata Kowalska, Marta Warat, Ewa Krzaklewska, Ewelina Ciaputa, Anna Ratecka, Agnieszka Król","=""""","=""9788323347835""",0,0.0,Wydawnictwo Uniwersytetu Jagiellońskiego,Paperback,354,2019,,,2021/01/14,"to-read, women-patriarchy","to-read (#1646), women-patriarchy (#102)",to-read,,,,0,0
16225525,Holy Sh*t: A Brief History of Swearing,Melissa Mohr,"Mohr, Melissa",,"=""0199742677""","=""9780199742677""",0,3.87,Oxford University Press,Hardcover,336,2013,2013,,2021/01/14,to-read,to-read (#1644),to-read,,,,0,0
35167318,"Bądź sprawny jak lampart. Jak pozbyć się bólu, uniknąć kontuzji i zwiększyć sprawność",Kelly Starrett,"Starrett, Kelly","Glen Cordoza, Paweł Kaczmarek","=""""","=""9788375794588""",0,4.39,Wydawnictwo Galaktyka,Hardcover,491,2015,2013,,2021/01/14,to-read,to-read (#1643),to-read,,,,0,0
29616571,"Historia pszczół (Kwartet klimatyczny, #1)",Maja Lunde,"Lunde, Maja",Anna Marciniakówna,"=""8308061060""","=""9788308061060""",0,3.81,Wydawnictwo Literackie,Hardcover,520,2016,2015,,2020/04/23,"to-read, ekologia, fiction","to-read (#1071), ekologia (#5), fiction (#18)",to-read,,,,0,0
28233666,Babska szychta. Ladies on Shifts,Karolina Baca-Pogorzelska,"Baca-Pogorzelska, Karolina",Tomasz Jodłowski,"=""""","=""9788393799688""",0,3.33,Tartak Wyrazów,Paperback,140,2014,2014,,2021/01/12,"to-read, reportaże-biografie, women-patriarchy","to-read (#1642), reportaże-biografie (#11), women-patriarchy (#100)",to-read,,,,0,0
28407,Germinal,Émile Zola,"Zola, Émile",Roger Pearson,"=""0140447423""","=""9780140447422""",0,4.17,Penguin Classics,Paperback,592,2004,1885,,2021/01/12,"to-read, fiction","to-read (#1641), fiction (#17)",to-read,,,,0,0
55277022,"Sprawdź, czy ktoś za tobą nie stoi (Mroczna seria z Kotliny Kłodzkiej, #1)",Ina Nacht,"Nacht, Ina",,"=""8366013308""","=""9788366013308""",0,2.71,Stara Szkoła,Paperback,276,2020,2020,,2021/01/11,"to-read, artrage-bookrage, owned, kryminaly, fiction","to-read (#1636), artrage-bookrage (#157), owned (#722), kryminaly (#11), fiction (#16)",to-read,,,,0,0
25379213,Marrow,Tarryn Fisher,"Fisher, Tarryn",,"=""""","=""""",0,3.97,,Kindle Edition,278,2015,2015,,2021/01/11,"to-read, artrage-bookrage, kryminaly, owned, fiction","to-read (#1635), artrage-bookrage (#156), kryminaly (#10), owned (#721), fiction (#15)",to-read,,,,0,0
45166149,Glatz,Tomasz Duszyński,"Duszyński, Tomasz",,"=""""","=""9788381291903""",0,3.74,SQN,Paperback,408,2019,2019,,2021/01/11,"to-read, artrage-bookrage, owned, kryminaly, fiction","to-read (#1631), artrage-bookrage (#152), owned (#717), kryminaly (#6), fiction (#11)",to-read,,,,0,0
42323263,Jego krwawe zamiary,Graeme Macrae Burnet,"Burnet, Graeme Macrae","Monika Rodziewicz, Mirosław Śmigielski","=""8366013065""","=""9788366013063""",0,3.91,Stara Szkoła,Paperback,368,2018,2015,,2021/01/11,"to-read, artrage-bookrage, owned, kryminaly, fiction","to-read (#1633), artrage-bookrage (#154), owned (#719), kryminaly (#8), fiction (#13)",to-read,,,,0,0
26094652,Browar,Tomek P. Chenczke,"Chenczke, Tomek P.",,"=""8380320352""","=""9788380320352""",0,3.46,Wielka Litera,Paperback,480,2015,2015,,2021/01/11,"to-read, artrage-bookrage, kryminaly, owned, fiction","to-read (#1630), artrage-bookrage (#151), kryminaly (#4), owned (#716), fiction (#10)",to-read,,,,0,0
52100049,Kroki mordercy,Michaela Klevisová,"Klevisová, Michaela",,"=""""","=""9788366013179""",0,3.84,Stara Szkoła,Paperback,440,2019,2007,,2021/01/11,"to-read, artrage-bookrage, kryminaly, owned, fiction","to-read (#1634), artrage-bookrage (#155), kryminaly (#9), owned (#720), fiction (#14)",to-read,,,,0,0
34728664,Sieć podejrzeń,George Harrar,"Harrar, George",Jakub Małecki,"=""8380321359""","=""9788380321359""",0,3.34,Wielka Litera,Paperback,320,2017,2003,,2021/01/11,"to-read, artrage-bookrage, kryminaly, owned, fiction","to-read (#1632), artrage-bookrage (#153), kryminaly (#7), owned (#718), fiction (#12)",to-read,,,,0,0
47667,Seeing,José Saramago,"Saramago, José","Margaret Jull Costa, کیومرث پارسایی","=""""","=""""",0,3.84,Harvest Books,Paperback,307,2007,2004,,2021/01/10,"to-read, fiction","to-read (#1626), fiction (#8)",to-read,,,,0,0
222926,The Company You Keep,Neil Gordon,"Gordon, Neil",,"=""0142004529""","=""9780142004524""",0,3.64,Penguin Books,Paperback,406,2004,2003,,2021/01/11,"to-read, artrage-bookrage, owned, kryminaly, fiction","to-read (#1629), artrage-bookrage (#150), owned (#715), kryminaly (#5), fiction (#9)",to-read,,,,0,0
49374086,The Discomfort of Evening,Marieke Lucas Rijneveld,"Rijneveld, Marieke Lucas",Michele Hutchison,"=""0571349366""","=""9780571349364""",0,3.47,Faber & Faber,Paperback,282,2020,2018,,2021/01/10,"to-read, fiction","to-read (#1625), fiction (#7)",to-read,,,,0,0
35855419,Eleanor Oliphant ma się całkiem dobrze,Gail Honeyman,"Honeyman, Gail",Magdalena Słysz,"=""8327628690""","=""9788327628695""",0,4.25,HarperCollins Polska,Paperback,352,2017,2017,,2021/01/12,"fiction, to-read, owned, woblink","fiction (#6), to-read (#1640), owned (#723), woblink (#251)",to-read,,,,0,0
51322571,Zaburzony umysł. Co nietypowe mózgi mówią o nas samych,Eric R. Kandel,"Kandel, Eric R.",Dariusz Rossowski,"=""""","=""9788378864875""",0,4.10,Copernicus Center Press,Hardcover,344,2020,2018,,2021/01/11,"to-read, zdrowie-psychika-ciało","to-read (#1639), zdrowie-psychika-ciało (#19)",to-read,,,,0,0
52653567,The Art of Immutable Architecture: Theory and Practice of Data Management in Distributed Systems,Michael L. Perry,"Perry, Michael L.",Майкл Л. Перри,"=""1484259548""","=""9781484259542""",0,3.43,Apress,Paperback,418,2020,,,2021/01/11,to-read,to-read (#1638),to-read,,,,0,0
55463534,"Wieczne strapienie. O kłamstwie, historii i Kościele",Jacek Leociak,"Leociak, Jacek",,"=""8381911133""","=""9788381911139""",0,3.70,Czarne,Hardcover,296,2020,2020,,2021/01/11,to-read,to-read (#1637),to-read,,,,0,0
21474496,Skazani: Ostatnie dni rosyjskiej arystokracji,Douglas   Smith,"Smith, Douglas",Sebastian Musielak,"=""""","=""9788308053188""",0,4.07,Wydawnictwo Literackie,Hardcover,666,2014,2012,,2021/01/11,"to-read, historia","to-read (#1628), historia (#9)",to-read,,,,0,0
50551536,Pustostany,Dorota Kotas,"Kotas, Dorota",Karolina Lubaszko,"=""8366324036""","=""9788366324039""",0,3.71,Wydawnictwo Niebieska Studnia,Paperback,184,2020,2020,,2021/01/10,to-read,to-read (#1627),to-read,,,,0,0
56433624,Cyrk polski,Dawid Krawczyk,"Krawczyk, Dawid",,"=""8381911605""","=""9788381911603""",0,3.18,Czarne,Hardcover,240,2021,2021,,2021/01/10,"to-read, reportaże-biografie","to-read (#1624), reportaże-biografie (#10)",to-read,,,,0,0
40664707,The Undying,Anne Boyer,"Boyer, Anne",,"=""""","=""""",0,4.17,,Paperback,320,,2019,,2021/01/10,"to-read, zdrowie-psychika-ciało","to-read (#1622), zdrowie-psychika-ciało (#18)",to-read,,,,0,0
48890486,Breath: The New Science of a Lost Art,James Nestor,"Nestor, James",,"=""0735213615""","=""9780735213616""",0,4.15,Riverhead Books,Hardcover,214,2020,2020,,2021/01/10,to-read,to-read (#1621),to-read,,,,0,0
43896330,"Nieśmiali, skryci i społecznie niedopasowani. Przewodnik po życiu z zespołem Aspergera",Cynthia Kim,"Kim, Cynthia",Joanna Gilewicz,"=""""","=""9788323344117""",0,4.34,Wydawnictwo Uniwersytetu Jagiellońskiego,Paperback,240,2018,2014,,2021/01/10,to-read,to-read (#1620),to-read,,,,0,0
49631287,The Mountains Sing,Nguyễn Phan Quế Mai,"Mai, Nguyễn Phan Quế",,"=""161620818X""","=""9781616208189""",0,4.32,Algonquin Books,Hardcover,352,2020,2020,,2021/01/10,"to-read, amazon, owned","to-read (#1619), amazon (#112), owned (#714)",to-read,,,,0,0
54248624,Synapsy Marii H.,Hanna Krall,"Krall, Hanna",,"=""8308070671""","=""9788308070673""",3,4.09,Wydawnictwo Literackie,Hardcover,112,2020,2020,2021/01/07,2020/10/18,"reportaże-biografie, owned, wydawnictwo-literackie, 2021","reportaże-biografie (#8), owned (#639), wydawnictwo-literackie (#2), 2021 (#4)",read,,,,1,0
46113908,Ukochane równanie profesora,Yōko Ogawa,"Ogawa, Yōko",Anna Horikoshi,"=""8395243324""","=""9788395243325""",4,4.05,Wydawnictwo Tajfuny,Paperback,192,2019,2003,2020/04/30,2020/01/11,"2020, owned, tajfuny","2020 (#27), owned (#712), tajfuny (#1)",read,,,,1,0
55801331,"Grobowa cisza, żałobny zgiełk",Yōko Ogawa,"Ogawa, Yōko",Anna Karpiuk,"=""8395530080""","=""9788395530081""",0,4.02,Wydawnictwo Tajfuny,Paperback,176,2020,1998,,2020/11/24,"to-read, fiction, artrage-bookrage, owned","to-read (#1531), fiction (#5), artrage-bookrage (#448), owned (#1207)",to-read,,,,0,0
30196282,Niemiec. Wszystkie ucieczki Zygfryda,Włodzimierz Nowak,"Nowak, Włodzimierz",,"=""""","=""9788326823459""",0,3.76,Agora,Hardcover,320,2016,2016,,2021/01/06,to-read,to-read (#1618),to-read,,,,0,0
6217284,"Z powrotem, czyli Fatalne skutki niewłaściwych lektur",Zbigniew Batko,"Batko, Zbigniew",Stasys Eidrigevičius,"=""8321809995""","=""9788321809991""",0,4.41,Wydawnictwo Łódzkie,Hardcover,194,1993,1993,,2021/01/06,to-read,to-read (#1617),to-read,,,,0,0
1843690,Lęk,Antoni Kępiński,"Kępiński, Antoni",,"=""8320011256""","=""""",0,4.11,Panstwowy Zaklad Wydawnictw Lekarskich,,364,1987,1987,,2020/07/04,"to-read, owned, woblink, zdrowie-psychika-ciało","to-read (#1238), owned (#534), woblink (#216), zdrowie-psychika-ciało (#15)",to-read,,,,0,0
227350,Shortcomings,Adrian Tomine,"Tomine, Adrian",,"=""1897299168""","=""9781897299166""",0,3.64,Drawn and Quarterly,Hardcover,108,2007,2007,,2021/01/06,to-read,to-read (#1615),to-read,,,,0,0
6651679,Szczeliny istnienia,Jolanta Brach-Czaina,"Brach-Czaina, Jolanta",,"=""8391036219""","=""""",0,3.95,eFKa,Paperback,183,1999,1992,,2019/12/16,"to-read, women-patriarchy, zdrowie-psychika-ciało","to-read (#671), women-patriarchy (#99), zdrowie-psychika-ciało (#14)",to-read,,,,0,0
50568117,Trzy kobiety,Lisa Taddeo,"Taddeo, Lisa",Aga Zano,"=""8366335712""","=""9788366335714""",0,3.72,Wydawnictwo Marginesy,Paperback,368,2020,2019,,2021/01/04,"to-read, owned, fiction, woblink, zdrowie-psychika-ciało","to-read (#1607), owned (#709), fiction (#4), woblink (#250), zdrowie-psychika-ciało (#13)",to-read,,,,0,0
120586,Solitude: A Return to the Self,Anthony Storr,"Storr, Anthony",,"=""0743280741""","=""9780743280747""",0,3.90,Free Press,Paperback,216,2005,1988,,2021/01/06,"to-read, zdrowie-psychika-ciało","to-read (#1613), zdrowie-psychika-ciało (#12)",to-read,,,,0,0
16111744,Seks na wysokich obcasach,Alicja Długołęcka,"Długołęcka, Alicja",Paulina Reiter,"=""""","=""9788326805110""",0,3.44,Agora,Paperback,272,2011,2011,,2019/01/17,"to-read, owned, publio, zdrowie-psychika-ciało","to-read (#441), owned (#207), publio (#26), zdrowie-psychika-ciało (#10)",to-read,,,,0,0
720298,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,Melody Beattie,"Beattie, Melody",,"=""0894864025""","=""9780894864025""",0,4.12,Hazelden Publishing,Paperback,229,1986,1986,,2020/09/30,"to-read, zdrowie-psychika-ciało","to-read (#1421), zdrowie-psychika-ciało (#9)",to-read,,,,0,0
41880602,Fleishman Is in Trouble,Taffy Brodesser-Akner,"Brodesser-Akner, Taffy",,"=""0525510877""","=""9780525510871""",0,3.65,Random House,Hardcover,373,2019,2019,,2021/01/06,to-read,to-read (#1611),to-read,,,,0,0
44768918,Wysoko wrażliwi i miłość,Elaine N. Aron,"Aron, Elaine N.",Aleksandra Haduła,"=""8372298491""","=""9788372298492""",0,3.89,Feeria,Paperback,450,2019,1996,,2020/03/08,"to-read, litres, owned, zdrowie-psychika-ciało","to-read (#854), litres (#2), owned (#487), zdrowie-psychika-ciało (#7)",to-read,,,,0,0
48667321,Ona. Pytania intymne,Zbigniew Lew-Starowicz,"Lew-Starowicz, Zbigniew",,"=""""","=""9788366219014""",0,3.76,Czerwone i Czarne,Paperback,256,2019,2019,,2020/03/08,"to-read, zdrowie-psychika-ciało","to-read (#858), zdrowie-psychika-ciało (#6)",to-read,,,,0,0
36693950,The Body Is Not an Apology: The Power of Radical Self-Love,Sonya Renee Taylor,"Taylor, Sonya Renee",,"=""""","=""""",2,4.25,Berrett-Koehler Publishers,Kindle Edition,159,2018,2018,2021/01/02,2020/09/11,"amazon, owned, 2021, zdrowie-psychika-ciało","amazon (#100), owned (#577), 2021 (#1), zdrowie-psychika-ciało (#5)",read,,,,1,0
35426293,Seks przyszłości. Nowa wolna miłość,Emily Witt,"Witt, Emily",Aleksandra Paszkowska,"=""""","=""9788365853011""",0,3.39,Wydawnictwo Krytyka Polityczna,ebook,320,2017,2015,,2021/01/06,"to-read, zdrowie-psychika-ciało","to-read (#1610), zdrowie-psychika-ciało (#3)",to-read,,,,0,0
52634476,Moje życie jest moje. Opowieści o wolności i pożądaniu,Remigiusz Ryziński,"Ryziński, Remigiusz",,"=""838191020X""","=""9788381910200""",0,3.24,Czarne,Paperback,216,2020,2020,,2021/01/06,"to-read, zdrowie-psychika-ciało","to-read (#1609), zdrowie-psychika-ciało (#2)",to-read,,,,0,0
50729306,Seksografie. Reportaż uczestniczący o seksie i seksualności,Gabriela Wiener,"Wiener, Gabriela",Andrzej Flisek,"=""""","=""9788381692281""",0,3.86,Prószyński i s-ka,Paperback,312,2020,2008,,2021/01/06,"to-read, zdrowie-psychika-ciało","to-read (#1608), zdrowie-psychika-ciało (#1)",to-read,,,,0,0
34964986,How to Be Yourself: Quiet Your Inner Critic and Rise Above Social Anxiety,Ellen Hendriksen,"Hendriksen, Ellen",,"=""1250161703""","=""9781250161703""",0,4.13,St. Martin's Press,Hardcover,304,2018,2018,,2020/02/08,"to-read, owned, świat-książki","to-read (#781), owned (#711), świat-książki (#16)",to-read,,,,0,0
23172322,Minimalizm po polsku,Anna Mularczyk-Meyer,"Mularczyk-Meyer, Anna",,"=""8375368350""","=""9788375368352""",0,3.27,Wydawnictwo Czarne,Paperback,192,2014,2014,,2019/11/17,"to-read, owned, świat-książki","to-read (#644), owned (#710), świat-książki (#15)",to-read,,,,0,0
43852758,How To: Absurd Scientific Advice for Common Real-World Problems,Randall Munroe,"Munroe, Randall",,"=""0525537090""","=""9780525537090""",0,4.15,Riverhead Books,Hardcover,308,2019,2019,,2021/01/04,to-read,to-read (#1605),to-read,,,,0,0
